source_file_line,Fixation Duration_mean,Fixation Duration_sum,Fixation Duration_max,Fixation Duration_min,Fixation Duration_median,Fixation Duration_std,Fixation Duration 250_mean,Fixation Duration 250_sum,Fixation Duration 250_max,Fixation Duration 250_min,Fixation Duration 250_median,Fixation Duration 250_std,Fixation Duration 500_mean,Fixation Duration 500_sum,Fixation Duration 500_max,Fixation Duration 500_min,Fixation Duration 500_median,Fixation Duration 500_std,Fixation Count_mean,Fixation Count_sum,Fixation Count_max,Fixation Count_min,Fixation Count_median,Fixation Count_std,Fixation Count 250_mean,Fixation Count 250_sum,Fixation Count 250_max,Fixation Count 250_min,Fixation Count 250_median,Fixation Count 250_std,Fixation Count 500_mean,Fixation Count 500_sum,Fixation Count 500_max,Fixation Count 500_min,Fixation Count 500_median,Fixation Count 500_std,fixation_NumberOfPupilPeaks_mean,fixation_NumberOfPupilPeaks_sum,fixation_NumberOfPupilPeaks_max,fixation_NumberOfPupilPeaks_min,fixation_NumberOfPupilPeaks_median,fixation_NumberOfPupilPeaks_std,fixation_PupilSize_mean_mean,fixation_PupilSize_mean_sum,fixation_PupilSize_mean_max,fixation_PupilSize_mean_min,fixation_PupilSize_mean_median,fixation_PupilSize_mean_std,fixation_PupilSize_median_mean,fixation_PupilSize_median_sum,fixation_PupilSize_median_max,fixation_PupilSize_median_min,fixation_PupilSize_median_median,fixation_PupilSize_median_std,fixation_PupilSize_max_mean,fixation_PupilSize_max_sum,fixation_PupilSize_max_max,fixation_PupilSize_max_min,fixation_PupilSize_max_median,fixation_PupilSize_max_std,fixation_PupilSize_min_mean,fixation_PupilSize_min_sum,fixation_PupilSize_min_max,fixation_PupilSize_min_min,fixation_PupilSize_min_median,fixation_PupilSize_min_std,fixation_PupilSize_std_mean,fixation_PupilSize_std_sum,fixation_PupilSize_std_max,fixation_PupilSize_std_min,fixation_PupilSize_std_median,fixation_PupilSize_std_std,fixation_PupilSize_sum_mean,fixation_PupilSize_sum_sum,fixation_PupilSize_sum_max,fixation_PupilSize_sum_min,fixation_PupilSize_sum_median,fixation_PupilSize_sum_std,fixation_PupilPeaksAmplitude_mean_mean,fixation_PupilPeaksAmplitude_mean_sum,fixation_PupilPeaksAmplitude_mean_max,fixation_PupilPeaksAmplitude_mean_min,fixation_PupilPeaksAmplitude_mean_median,fixation_PupilPeaksAmplitude_mean_std,fixation_PupilPeaksAmplitude_median_mean,fixation_PupilPeaksAmplitude_median_sum,fixation_PupilPeaksAmplitude_median_max,fixation_PupilPeaksAmplitude_median_min,fixation_PupilPeaksAmplitude_median_median,fixation_PupilPeaksAmplitude_median_std,fixation_PupilPeaksAmplitude_max_mean,fixation_PupilPeaksAmplitude_max_sum,fixation_PupilPeaksAmplitude_max_max,fixation_PupilPeaksAmplitude_max_min,fixation_PupilPeaksAmplitude_max_median,fixation_PupilPeaksAmplitude_max_std,fixation_PupilPeaksAmplitude_min_mean,fixation_PupilPeaksAmplitude_min_sum,fixation_PupilPeaksAmplitude_min_max,fixation_PupilPeaksAmplitude_min_min,fixation_PupilPeaksAmplitude_min_median,fixation_PupilPeaksAmplitude_min_std,fixation_PupilPeaksAmplitude_std_mean,fixation_PupilPeaksAmplitude_std_sum,fixation_PupilPeaksAmplitude_std_max,fixation_PupilPeaksAmplitude_std_min,fixation_PupilPeaksAmplitude_std_median,fixation_PupilPeaksAmplitude_std_std,fixation_PupilPeaksAmplitude_sum_mean,fixation_PupilPeaksAmplitude_sum_sum,fixation_PupilPeaksAmplitude_sum_max,fixation_PupilPeaksAmplitude_sum_min,fixation_PupilPeaksAmplitude_sum_median,fixation_PupilPeaksAmplitude_sum_std,IsfixationInSpatialCluster_mean,IsfixationInSpatialCluster_sum,IsfixationInSpatialCluster_max,IsfixationInSpatialCluster_min,IsfixationInSpatialCluster_median,IsfixationInSpatialCluster_std,IsfixationInSpatialTemporalCluster_mean,IsfixationInSpatialTemporalCluster_sum,IsfixationInSpatialTemporalCluster_max,IsfixationInSpatialTemporalCluster_min,IsfixationInSpatialTemporalCluster_median,IsfixationInSpatialTemporalCluster_std,Spacecluster_countUniqueClusters,SpaceTimeCluster_countUniqueClusters,non-horizontal saccade_mean,non-horizontal saccade_sum,non-horizontal saccade_max,non-horizontal saccade_min,non-horizontal saccade_median,non-horizontal saccade_std,horizontal saccade_mean,horizontal saccade_sum,horizontal saccade_max,horizontal saccade_min,horizontal saccade_median,horizontal saccade_std,no saccade_mean,no saccade_sum,no saccade_max,no saccade_min,no saccade_median,no saccade_std,saccadic amplitude_mean,saccadic amplitude_sum,saccadic amplitude_max,saccadic amplitude_min,saccadic amplitude_median,saccadic amplitude_std,Sub-scanAverageWeightedDegree_mean,Sub-scanAverageWeightedDegree_sum,Sub-scanAverageWeightedDegree_max,Sub-scanAverageWeightedDegree_min,Sub-scanAverageWeightedDegree_median,Sub-scanAverageWeightedDegree_std,Sub-scanNtranstions_mean,Sub-scanNtranstions_sum,Sub-scanNtranstions_max,Sub-scanNtranstions_min,Sub-scanNtranstions_median,Sub-scanNtranstions_std,Sub-scanNUniqueVisits_mean,Sub-scanNUniqueVisits_sum,Sub-scanNUniqueVisits_max,Sub-scanNUniqueVisits_min,Sub-scanNUniqueVisits_median,Sub-scanNUniqueVisits_std,Sub-scanDensity_mean,Sub-scanDensity_sum,Sub-scanDensity_max,Sub-scanDensity_min,Sub-scanDensity_median,Sub-scanDensity_std,Sub-scanEntropy_mean,Sub-scanEntropy_sum,Sub-scanEntropy_max,Sub-scanEntropy_min,Sub-scanEntropy_median,Sub-scanEntropy_std,label_LineHighlighted_,fragment,participant,task
3,137.46786666666665,824.8072,216.6149,74.999,133.28195,49.92796680598627,,0.0,,,,,,0.0,,,,,1.0,6,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.0,12,3,1,2.0,0.6324555320336759,1.019454864845168,6.116729189071008,1.13717952275,0.8438344300238098,1.0410681146939775,0.11489862140927994,1.01763181925,6.1057909155,1.1353783855,0.838619124,1.03324028825,0.11587519897495074,1.1224054365,6.734432619,1.186026147,0.997985116,1.1376053389999998,0.07724047862536469,0.9081213641666667,5.448728185,1.078354895,0.722963009,0.949557475,0.14551023031598126,0.06167003581776337,0.3700202149065802,0.0909286814617354,0.0336470877846368,0.05554859541735135,0.023297671336362815,86.00160266900001,516.009616014,95.523079911,70.88209212200002,87.9942860755,9.98067827255909,0.11809628744444435,0.7085777246666661,0.1680952114999999,0.0681226499999999,0.11018871408333325,0.04404060471898244,0.11977117983333324,0.7186270789999994,0.1680952114999999,0.0681226499999999,0.11521339124999995,0.04288464472987308,0.18409102333333324,1.1045461399999994,0.2680677729999999,0.0681226499999999,0.1667626479999999,0.07543695428344652,0.0504266591666666,0.3025599549999996,0.0961684069999999,0.001011799,0.0681226499999999,0.03978795943536418,0.10664349118428795,0.5332174559214398,0.1413825523384783,0.0499176665238174,0.1172035493153274,0.039643425315097514,0.23965744999999986,1.4379446999999992,0.3361904229999998,0.0681226499999999,0.2648333784999999,0.10440639434905025,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.3333333333333333,2,1,0,0.0,0.5163977794943222,0.6666666666666666,4,1,0,1.0,0.5163977794943222,0.0,0,0,0,0.0,0.0,7.112770303195982,42.67662181917589,12.0,1.0,8.0,3.910268320303354,1.8,10.8,2.0,1.6,1.8,0.21908902300206629,4.0,24,4,4,4.0,0.0,4.5,27,5,4,4.5,0.5477225575051661,0.9,5.4,1.0,0.8,0.9,0.10954451150103314,2.0,12.0,2.0,2.0,2.0,0.0,0,other,P01,t7_eclipse (C_5.java)
6,133.27475,133.27475,133.27475,133.27475,133.27475,,,0.0,,,,,,0.0,,,,,1.0,1,1,1,1.0,,0.0,0,0,0,0.0,,0.0,0,0,0,0.0,,2.0,2,2,2,2.0,,1.0797907000238096,1.0797907000238096,1.0797907000238096,1.0797907000238096,1.0797907000238096,,1.076128577,1.076128577,1.076128577,1.076128577,1.076128577,,1.186026147,1.186026147,1.186026147,1.186026147,1.186026147,,0.978570719,0.978570719,0.978570719,0.978570719,0.978570719,,0.0657235134544543,0.0657235134544543,0.0657235134544543,0.0657235134544543,0.0657235134544543,,90.702418802,90.702418802,90.702418802,90.702418802,90.702418802,,0.1314655274999999,0.1314655274999999,0.1314655274999999,0.1314655274999999,0.1314655274999999,,0.1314655274999999,0.1314655274999999,0.1314655274999999,0.1314655274999999,0.1314655274999999,,0.1667626479999999,0.1667626479999999,0.1667626479999999,0.1667626479999999,0.1667626479999999,,0.0961684069999999,0.0961684069999999,0.0961684069999999,0.0961684069999999,0.0961684069999999,,0.0499176665238174,0.0499176665238174,0.0499176665238174,0.0499176665238174,0.0499176665238174,,0.2629310549999998,0.2629310549999998,0.2629310549999998,0.2629310549999998,0.2629310549999998,,0.0,0,0,0,0.0,,0.0,0,0,0,0.0,,0,0,1.0,1,1,1,1.0,,0.0,0,0,0,0.0,,0.0,0,0,0,0.0,,4.242640687119285,4.242640687119285,4.242640687119285,4.242640687119285,4.242640687119285,,1.6,1.6,1.6,1.6,1.6,,4.0,4,4,4,4.0,,5.0,5,5,5,5.0,,0.8,0.8,0.8,0.8,0.8,,2.0,2.0,2.0,2.0,2.0,,0,other,P01,t7_eclipse (C_5.java)
8,349.9524,349.9524,349.9524,349.9524,349.9524,,349.9524,349.9524,349.9524,349.9524,349.9524,,,0.0,,,,,1.0,1,1,1,1.0,,1.0,1,1,1,1.0,,0.0,0,0,0,0.0,,1.0,1,1,1,1.0,,0.8427125090238095,0.8427125090238095,0.8427125090238095,0.8427125090238095,0.8427125090238095,,0.8494470544999999,0.8494470544999999,0.8494470544999999,0.8494470544999999,0.8494470544999999,,0.920819233,0.920819233,0.920819233,0.920819233,0.920819233,,0.722963009,0.722963009,0.722963009,0.722963009,0.722963009,,0.0623048835256318,0.0623048835256318,0.0623048835256318,0.0623048835256318,0.0623048835256318,,70.78785075799999,70.78785075799999,70.78785075799999,70.78785075799999,70.78785075799999,,0.153202043,0.153202043,0.153202043,0.153202043,0.153202043,,0.153202043,0.153202043,0.153202043,0.153202043,0.153202043,,0.153202043,0.153202043,0.153202043,0.153202043,0.153202043,,0.153202043,0.153202043,0.153202043,0.153202043,0.153202043,,,0.0,,,,,0.153202043,0.153202043,0.153202043,0.153202043,0.153202043,,0.0,0,0,0,0.0,,0.0,0,0,0,0.0,,0,0,1.0,1,1,1,1.0,,0.0,0,0,0,0.0,,0.0,0,0,0,0.0,,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,,2.0,2.0,2.0,2.0,2.0,,4.0,4,4,4,4.0,,4.0,4,4,4,4.0,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,,0,other,P01,t7_eclipse (C_5.java)
9,149.99246,749.9623,208.30755,75.011,133.34325,57.71358813693054,,0.0,,,,,,0.0,,,,,1.0,5,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.6,8,3,1,1.0,0.8944271909999159,1.0131617474587675,5.065808737293837,1.119664655547619,0.851710923142857,1.0403838420235296,0.10025139100495092,1.0272246856,5.136123428,1.1511081365,0.8494470544999999,1.052046662,0.11388666242537458,1.1031432524,5.515716262,1.226997386,0.920819233,1.092780063,0.11804513717419401,0.8831153878,4.415576939,0.994825567,0.76761719,0.847613966,0.09640370426797584,0.07292156579116235,0.3646078289558118,0.1526252585163675,0.0359745862727054,0.0556902477064514,0.046439429379746745,85.5132948838,427.56647441900003,94.051831066,71.54371754399999,88.43262657200002,8.472753547229622,0.1603183172,0.801591586,0.29220515,0.0718926979999999,0.153202043,0.08133520568845569,0.16517345900000002,0.8258672950000001,0.29220515,0.0961684069999999,0.153202043,0.07523284119287219,0.1893504662,0.946752331,0.29220515,0.107522327,0.153202043,0.08488585235798354,0.12643102640000006,0.6321551320000003,0.29220515,0.01198736,0.1257550380000001,0.10873162248624199,0.10354480646156236,0.20708961292312472,0.1549003897490605,0.0521892231740642,0.10354480646156236,0.07262776238876095,0.2207827278,1.103913639,0.317073314,0.1257550380000001,0.2156780939999999,0.08366078450601683,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.8,4,1,0,1.0,0.4472135954999579,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,12.857548020969002,64.28774010484501,24.08318915758459,0.0,12.36931687685298,9.59709974995546,1.8666666666666665,9.333333333333332,2.0,1.3333333333333333,2.0,0.29814239699997197,3.6,18,5,2,4.0,1.1401754250991378,3.8,19,5,3,4.0,0.8366600265340756,0.9333333333333332,4.666666666666666,1.0,0.6666666666666666,1.0,0.14907119849998599,1.7813781191217035,8.906890595608518,2.321928094887362,1.0,2.0,0.5091454090168208,0,array list definition,P01,t7_eclipse (C_5.java)
11,207.71924285714286,2908.0694,474.9212,66.63515,170.81077499999998,133.084252380696,385.363825,1541.4553,474.9212,283.2992,391.61744999999996,85.59869118439158,,0.0,,,,,1.0,14,1,1,1.0,0.0,0.2857142857142857,4,1,0,0.0,0.46880723093849547,0.0,0,0,0,0.0,0.0,1.4285714285714286,20,3,0,1.0,0.7559289460184545,1.0633156907110644,14.886419669954902,1.2137509365647057,0.9554280481190476,1.0539639888066528,0.09718293000553777,1.0647088487857144,14.905923883,1.2235409555,0.9577008485,1.0159767935,0.10693569952150456,1.1507213703571428,16.110099185,1.255659361,1.006309751,1.167870317,0.08784511798412283,0.9631055482142857,13.483477675,1.151239249,0.821116758,0.9308950975,0.10190460547658842,0.05682167713418933,0.7955034798786506,0.1084273649948061,0.02815605116144,0.05001900126193075,0.02835068115935183,89.63350261535713,1254.869036615,103.16882960799998,80.25595604200001,89.0565479585,8.343026224987154,0.11467631856410257,1.4907921413333334,0.371877589,0.0152627469999999,0.0578962770000001,0.12099098061970674,0.11217853215384616,1.458320918,0.371877589,0.001011799,0.0578962770000001,0.1231232357472157,0.14348971084615386,1.865366241,0.371877589,0.030323838,0.098961255,0.12382593851139588,0.08836071269230773,1.1486892650000005,0.371877589,0.0002016559999999,0.0490055410000001,0.13154206684502673,0.0823056688106107,0.4938340128636642,0.2048036411940368,0.0212995991563354,0.056642327868815054,0.06717771994084053,0.1384251402857143,1.937951964,0.371877589,0.0,0.0867572625,0.12608896871981418,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.6428571428571429,9,1,0,1.0,0.4972451580988469,0.2857142857142857,4,1,0,0.0,0.4688072309384954,0.07142857142857142,1,1,0,0.0,0.2672612419124244,4.462575055395897,62.47605077554256,10.198039027185567,0.0,3.81720680758398,3.272213250637465,1.9738095238095237,27.633333333333333,2.5,1.6,2.0,0.3331226440377417,4.071428571428571,57,5,2,4.0,0.9972489631508747,4.214285714285714,59,6,2,4.0,1.1883130530663677,0.9869047619047618,13.816666666666666,1.25,0.8,1.0,0.16656132201887086,1.97760400510626,27.68645607148764,2.321928094887362,1.0,2.0,0.40492852539940943,0,objects declaration,P01,t7_eclipse (C_5.java)
12,213.8663037037037,5774.3902,449.8884,74.97125,174.9588,123.13248244855161,354.13778,3541.3778,449.8884,266.6883,349.976575,67.23335981586075,,0.0,,,,,1.0,27,1,1,1.0,0.0,0.37037037037037035,10,1,0,0.0,0.4921028776234113,0.0,0,0,0,0.0,0.0,1.2222222222222223,33,2,0,1.0,0.7510676161988108,1.1317078543722845,30.556112068051682,1.2927911752588237,1.0326113500952383,1.1190189160119048,0.08132107643303552,1.1399573185555556,30.778847601,1.3025065405,0.988533341,1.130442243,0.08989895979436162,1.2336300627037036,33.308011693,1.331405687,1.095678485,1.237634625,0.0658521409790572,1.0123009035185186,27.332124395,1.176989831,0.846810251,1.006571912,0.09379417966819428,0.07078717395021485,1.911253696655801,0.1375508519871082,0.0250333772919197,0.0611248379339141,0.03164751604294167,95.2747352045185,2572.4178505219998,109.887249897,86.73935340800001,93.997588945,6.888640961438818,0.1694022662727272,3.7268498579999982,0.5969859370000001,0.0006960819999999,0.11174417449999985,0.17352860846734333,0.1694022662727272,3.7268498579999982,0.5969859370000001,0.0006960819999999,0.11174417449999985,0.17352860846734333,0.20562700759090904,4.523794166999999,0.5969859370000001,0.0006960819999999,0.13225094399999998,0.18624619123361824,0.1331775249545454,2.929905548999999,0.5969859370000001,0.0004760130000001,0.05094766049999995,0.18564353929932836,0.10245904093125949,1.1270494502438544,0.3212413563886799,0.0001326086844235,0.0527880682142015,0.11389681252346606,0.1751445436666666,4.728902678999998,0.5969859370000001,0.0,0.0933151199999999,0.18822852562725664,0.25925925925925924,7,1,0,0.0,0.44657608470472243,0.2222222222222222,6,1,0,0.0,0.4236592728681617,1,2,0.5185185185185185,14,1,0,1.0,0.5091750772173156,0.48148148148148145,13,1,0,0.0,0.5091750772173156,0.0,0,0,0,0.0,0.0,6.35704044049207,171.6400918932859,18.24828759089466,1.0,5.0990195135927845,4.23754734316465,2.1555555555555554,58.2,5.0,1.0,2.0,1.2045143008095425,3.037037037037037,82,5,1,3.0,1.6286256943882633,2.925925925925926,79,6,2,2.0,1.327980709021319,1.0777777777777777,29.1,2.5,0.5,1.0,0.6022571504047712,1.1213844355542328,30.277379759964287,2.321928094887362,0.0,1.0,0.8629601306435508,0,objects declaration,P01,t7_eclipse (C_5.java)
13,244.81450714285717,5141.10465,874.9519,66.64715,149.9414,232.5009418364108,501.1403714285714,3507.9826,874.9519,258.29285,424.8916,246.36537275275865,738.8293166666667,2216.48795,874.9519,566.63165,774.9044,157.29400137368822,1.0,21,1,1,1.0,0.0,0.3333333333333333,7,1,0,0.0,0.48304589153964794,0.14285714285714285,3,1,0,0.0,0.35856858280031806,1.2857142857142858,27,3,1,1.0,0.560611910581388,1.1332390894244366,23.798020877913167,1.2628952879285715,0.9413037825119044,1.1375249710476192,0.08918247450868624,1.1378658494523808,23.8951828385,1.2680185145,0.9665100685,1.1372049839999998,0.09490935185748116,1.2495210980952383,26.23994306,1.317985203,1.155402145,1.258045362,0.052829289752963894,0.9825458464285715,20.633462775,1.225403979,0.459543028,1.019263499,0.18344938308231362,0.08567995533652553,1.7992790620670363,0.3136672601067247,0.0112267122035903,0.071278734642526,0.0635145424011037,95.2976896587619,2001.251482834,106.083204186,79.06951773099998,95.552097568,7.484588897574194,0.16628142553174602,3.4919099361666666,0.3500096389999999,0.0007898505,0.125086198,0.13046608618063305,0.16596651835714288,3.4852968855000004,0.3500096389999999,0.0007898505,0.125086198,0.13079558759269028,0.17810182285714285,3.74013828,0.3500096389999999,0.0008836190000001,0.2035594640000001,0.12593302203848633,0.15477593538095238,3.250294643,0.3500096389999999,0.0006960819999999,0.089723859,0.14086315371869357,0.06626945762685192,0.3313472881342596,0.1751714624941805,0.0001326086844235,0.0527880682142015,0.06562900737225706,0.18027911485714285,3.7858614119999996,0.3500096389999999,0.001579701,0.2035594640000001,0.1244764481144319,0.19047619047619047,4,1,0,0.0,0.4023739080814782,0.09523809523809523,2,1,0,0.0,0.30079260375911915,1,1,0.38095238095238093,8,1,0,0.0,0.4976133515281193,0.5714285714285714,12,1,0,1.0,0.50709255283711,0.047619047619047616,1,1,0,0.0,0.21821789023599236,6.187164784933141,129.93046048359597,26.570660511172846,0.0,3.1622776601683795,6.062585382515236,2.0730158730158728,43.53333333333333,5.0,1.0,1.5,1.3991512922569662,2.7142857142857144,57,5,1,3.0,1.585649934344184,2.761904761904762,58,5,2,2.0,1.1791845447071425,1.0365079365079364,21.766666666666666,2.5,0.5,0.75,0.6995756461284831,0.86474249437415,18.15959238185715,2.321928094887362,0.0,0.9182958340544894,0.8084005198306075,0,objects declaration,P01,t7_eclipse (C_5.java)
15,287.20203000000004,8616.0609,799.9216,66.65075,229.150675,199.85539828682155,479.82191250000005,5757.862950000001,799.9216,283.35685,404.14525000000003,183.52925778909463,710.3487749999999,2841.3950999999997,799.9216,574.97165,733.250925,97.71841819023088,1.0,30,1,1,1.0,0.0,0.4,12,1,0,0.0,0.4982728791224398,0.13333333333333333,4,1,0,0.0,0.34574590364176044,1.1333333333333333,34,4,0,1.0,0.9371024061116424,1.0668262630159382,32.00478789047815,1.2369944031190478,0.8877011020833334,1.0584289452916669,0.09437381944971256,1.0797828668333334,32.393486005,1.227386036,0.868789597,1.09271204475,0.10873194589143238,1.1916954712666665,35.750864138,1.336613912,1.017403675,1.2008588370000002,0.083443493451286,0.9131904951333334,27.395714854,1.21806683,0.350286224,0.9186931075,0.16610747714462828,0.09163447006380727,2.7490341019142184,0.3382448583662829,0.0167136932909743,0.07282418675927241,0.06438103389066685,89.82088887553333,2694.626666266,103.90752986200002,74.56689257500001,88.90803140450001,7.887806869920008,0.1107635153007246,2.547560851916666,0.373650945,0.0033557066666666,0.089292398,0.10203939503763224,0.11060203880434781,2.5438468924999995,0.373650945,4.5901000000014847e-05,0.089292398,0.10221791960017827,0.12974855682608694,2.9842168069999997,0.373650945,0.009992596,0.1165452479999999,0.11157056578737598,0.09195752217391302,2.1150230099999994,0.373650945,2.8622999999949883e-05,0.0368991449999999,0.10621445789646469,0.07617086223365883,0.6093668978692707,0.1805286074131467,0.0057477212571162,0.0562211688640448,0.07040121539727486,0.10501300766666663,3.150390229999999,0.373650945,0.0,0.0418528989999998,0.11979066274005974,0.4,12,1,0,0.0,0.4982728791224398,0.0,0,0,0,0.0,0.0,1,0,0.7,21,1,0,1.0,0.466091599699399,0.26666666666666666,8,1,0,0.0,0.44977644510880366,0.03333333333333333,1,1,0,0.0,0.18257418583505536,5.52063221961252,165.6189665883756,37.48332962798263,0.0,3.5,7.176779118300344,1.9666666666666666,59.0,3.333333333333333,1.0,2.0,0.7008478718406737,3.6,108,6,1,4.0,1.6103115997457949,3.533333333333333,106,5,2,4.0,0.9732042112432566,0.9833333333333333,29.5,1.6666666666666667,0.5,1.0,0.3504239359203369,1.6004672817973904,48.014018453921715,2.584962500721156,0.0,1.9219280948873625,0.8478805854247318,0,add to array,P01,t7_eclipse (C_5.java)
